Category,SubCategory,CatID,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,Category_tw,SubCategory_tw,Synonyms_tw
GORE,SQUISH,GORESqsh,"squish, flesh, organ, goosh, intestine, juicy, splat",血,血浆,"挤压,肉,器官,咕噜,肠,多汁,啪",血,血漿,"擠壓,肉,器官,咕嚕,腸,多汁,啪"
GORE,STAB,GOREStab,"slice, impale, stab, cut, vorpal, dismember",血,捅,"切片,刺穿,刺伤,切割,vorpal,肢解",血,捅插,"切片,刺穿,刺傷,切割,vorpal,肢解"
GUNS,ANTIQUE,GUNAntq,"muzzleloader, musket, black powder, flintlock, longrifle, fire lance",枪炮,古董枪,"枪口装填器,步枪,黑火药,燧发枪,长步枪,火枪",槍炮,古董槍,"槍口裝填器,步槍,黑火藥,燧發槍,長步槍,火槍"
GUNS,ARTILLERY,GUNArtl,"howitzer, anti-aircraft gun, missile launcher, bazooka, mortar, rocket, naval",枪炮,火炮,"榴弹炮, 高射炮, 导弹发射器, 火箭筒, 迫击炮, 火箭, 海军",槍炮,火炮,"榴彈砲, 高射砲, 導彈發射器, 火箭筒, 迫擊砲, 火箭, 海軍"
GUNS,AUTOMATIC,GUNAuto,"ak-47, m16, machine gun, tommy gun, uzi, m249, M1919, gatling gun, minigun, ",枪炮,自动武器,"ak-47, m16, 机枪, 汤米枪, uzi, m249, M1919, 加特林机枪",槍炮,自動,"ak-47, m16, 機槍, 湯米槍, uzi, m249, M1919, 加特林機槍"
GUNS,CANNON,GUNCano,"blunderbuss, handcannon, cannon, black powder",枪炮,加农炮,"大炮, 手炮, 黑火药",槍炮,加農炮,"大砲, 手炮, 黑火藥"
GUNS,HANDLE,GUNHndl,"holster, gun, gun grab, gun catch, gun drop, gun load",枪支,手持声,"枪套,枪,枪抢,枪捕捉,枪掉落,枪载",槍炮,操作拆裝,"槍套,槍,槍搶,槍捕捉,槍掉落,槍載"
GUNS,HITECH,GUNTech,"rail gun, spy gun",枪炮,高科技,"轨道炮,间谍枪",槍炮,高科技,"軌道炮,間諜槍"
GUNS,MECHANISM,GUNMech,"clip, cocking, gun rattle, bolt slide, magazine, bullet loading, gun cock",枪炮,机枪,"剪辑,翘起,枪声,螺栓滑动,杂志,子弹装载,枪栓",槍炮,機械構造,"夾子,翹起,槍聲,螺栓滑動,彈匣,子彈裝載,槍栓"
GUNS,MISC,GUNMisc,"flare gun, air gun, paintball gun",枪炮,其他,"信号枪,气枪,彩弹枪",槍炮,其他,"信號槍,氣槍,彩彈槍"
GUNS,PISTOL,GUNPis,"9mm, pistol, revolver, glock, handgun, colt, smith & wesson, sig sauer, luger, walther ppk, browning, ruger, beretta",枪炮,手枪,"9 毫米,手枪,左轮手枪,格洛克,手枪,柯尔特,史密斯威森,西格绍尔,鲁格,瓦尔特 ppk,布朗宁,鲁格,贝雷塔",槍炮,手槍,"9 毫米,手槍,左輪手槍,格洛克,手槍,柯爾特,史密斯威森,西格紹爾,魯格,瓦爾特 ppk,布朗寧,魯格,貝雷塔"
GUNS,RIFLE,GUNRif,"rifle, mauser, casull, arisaka, luger, carbine, powell, sniper, hunting, semi-automatic",枪炮,步枪,"步枪,毛瑟,卡苏尔,有坂,鲁格,卡宾枪,鲍威尔,狙击手,狩猎,半自动",槍炮,步槍,"步槍,毛瑟,卡蘇爾,有坂,魯格,卡賓槍,鮑威爾,狙擊手,狩獵,半自動"
GUNS,SHOTGUN,GUNShotg,"shotgun, double barrel, mossberg, winchester, coach gun",枪炮,霰弹枪,"霰弹枪,双枪管,莫斯伯格,温彻斯特,马车枪",槍炮,霰彈槍,"霰彈槍,雙槍管,莫斯伯格,溫徹斯特,馬車槍"
GUNS,SUPPRESSED,GUNSupr,"silenced, silencer",枪炮,消音枪,"消音器,消音器",槍炮,消音槍,"消音器,消音器"
HORNS,AIR POWERED,HORNAir,"fog horn, air horn, factory horn",号角,气压式,"雾喇叭,气喇叭,工厂喇叭",號角,氣壓式,"霧喇叭,氣喇叭,工廠喇叭"
HORNS,CELEBRATION,HORNCele,"party horn, vuvuzela",号角,欢庆用,"派对号角,呜呜祖拉",號角,慶典用,"派對號角,嗚嗚祖拉"
HORNS,MISC,HORNMisc,"hunting call, elk call, duck call, fox bugle",号角,其他,"打猎叫,麋鹿叫,鸭叫,狐狸号角",號角,其他,"打獵叫,麋鹿叫,鴨叫,狐狸號角"
HORNS,TRADITIONAL,HORNTrad,"shofar, conch, conch shell, battle horn, alphorn, alpine horn, alpenhorn",号角,传统,"羊角号,海螺,海螺壳,战斗号角,高山号,高山号角,高山号",號角,傳統,"羊角號,海螺,海螺殼,戰鬥號角,高山號,高山號角,高山號"
HUMAN,BREATH,HMNBrth,"breath, sigh, inhale, exhale, gasp, pant, wheeze, huff, heave, whoop, respiration, inhalation, exhalation",人,呼吸,"呼吸,叹息,吸气,呼气,喘气,喘气,喘息,呼气,隆起,嗖嗖,呼吸,吸气,呼气",人,呼吸,"呼吸,嘆息,吸氣,呼氣,喘氣,喘氣,喘息,呼氣,隆起,嗚嗚,呼吸,吸氣,呼氣"
HUMAN,BURP,HMNBurp,"burp, belch, hiccup",人,打嗝,"打嗝,打嗝,打嗝",人,打嗝,"打嗝,打嗝,打嗝"
HUMAN,COUGH,HMNCough,"hack, ahem, hoarse, clear throat",人,咳嗽,"hack,咳咳,声音嘶哑,清嗓子",人,咳嗽,"hack, 咳咳, 聲音嘶啞, 清嗓子"
HUMAN,HEARTBEAT,HMNHart,"palpitation, bumbum",人,心跳,"心悸,手脚麻木",人,心跳,"心悸,手腳麻木"
HUMAN,KISS,HMNKiss,"smooch, peck",人,接吻,"亲吻,啄食",人,接吻,"親吻,啄食"
HUMAN,MISC,HMNMisc,miscellaneous,人,其他,各种各样的,人,其他,各種各樣的
HUMAN,SNEEZE,HMNSneez,"sneeze, ah-choo",人,打喷嚏,打喷嚏啊-choo,人,打噴嚏,打噴嚏啊-choo
HUMAN,SNORE,HMNSnor,"snore, zzz, congested, heavy breathing",人,打鼾,"打鼾,zzz,拥挤,呼吸沉重",人,鼾聲,"打鼾,zzz,擁擠,呼吸沉重"
HUMAN,SPIT,HMNSpit,"spit, hock, spew, spittoon, drool",人,呕吐,"吐, 飞节, 痰盂, 流口水",人,嘔吐,"吐, 飛節, 痰盂, 流口水"
ICE,BREAK,ICEBrk,"break, crack, rips, shatter, crunch",冰,打碎,"打破,裂缝,撕裂,粉碎,紧缩",冰,打碎,"打破,裂縫,撕裂,粉碎,緊縮"
ICE,CRASH & DEBRIS,ICECrsh,"crash, fall, debris",冰,碎片,"坠毁,坠落,碎片",冰,碎片,"墜毀,墜落,碎片"
ICE,FRICTION,ICEFric,"stress, scrape, creak, squeak, screech",冰,挤压,"压力,刮擦,吱吱声,吱吱声,尖叫声",冰,擠壓,"壓力,刮擦,吱吱聲,吱吱聲,尖叫聲"
ICE,IMPACT,ICEImpt,"hit, drop, impact, crash, clunk, clang, clink, chop",冰,打击,"击中,跌落,撞击,撞击,撞击,撞击,撞击,撞击",冰,撞擊,"擊中,跌落,撞擊,撞擊,撞擊,撞擊,撞擊,撞擊"
ICE,MISC,ICEMisc,miscellaneous,冰,其他,各种各样的,冰,其他,各種各樣的
ICE,MOVEMENT,ICEMvmt,"drag, roll, rattle, shake",冰,移动,"拖动,滚动,摇晃,摇晃",冰,移動,"拖動,滾動,搖晃,搖晃"
ICE,TONAL,ICETonl,"bow, ring, shing",冰,音乐性,"弓,戒指,盛",冰,有音高的,"弓,戒指,盛"
LASERS,BEAM,LASRBeam,"beam, gamma, ray",激光,光束,"光束,伽马,射线",鐳射,光束,"光束,伽馬,射線"
LASERS,GUN,LASRGun,"plasma weapon, blaster, laser cannon",激光,武器,"等离子武器,冲击波,激光炮",鐳射,武器,"等離子武器,衝擊波,激光炮"
LASERS,IMPACT,LASRImpt,"laser, blaster, impact, hit, sizzle",激光,打击,"激光,冲击波,冲击,撞击,嘶嘶声",鐳射,撞擊,"激光,衝擊波,衝擊,撞擊,嘶嘶聲"
LASERS,MISC,LASRMisc,miscellaneous,激光,其他,各种各样的,鐳射,其他,各種各樣的
LEATHER,CREAK,LETHRCreak,"creak, stress, tension",皮革,嘎吱,"吱吱声,压力,紧张",皮革,嘎吱,"吱吱聲,壓力,緊張"
LEATHER,IMPACT,LETHRImpt,"hit, impact, grab, thud, thump",皮革,打击,"击中,撞击,抓住,砰砰,砰砰",皮革,撞擊,"擊中,撞擊,抓住,砰砰,砰砰"
LEATHER,MISC,LETHRMisc,miscellaneous,皮革,其他,各种各样的,皮革,其他,各種各樣的
LEATHER,MOVEMENT,LETHRMvmt,"flap, flop, rustle, mvmt, slide",皮革,移动,"襟翼,翻牌,沙沙声,mvmt,滑动",皮革,移動,"襟翼,翻牌,沙沙聲,mvmt,滑動"
LIQUID & MUD,BUBBLES,LIQBubl,"bubble, foam, pop, mud",液体与流体,气泡,"泡沫,泡沫,流行,泥",液體,氣泡,"泡沫,泡沫,流行,泥"
LIQUID & MUD,IMPACT,LIQImpt,"splat, splatter, hit, impact, plop, kerplunk, plunk, mud",液体与流体,打击,"splat, splatter, hit, Impact, plop, kerplunk, plunk, 泥",液體,撞擊,"splat, splatter, hit, Impact, plop, kerplunk, plunk, 泥"
LIQUID & MUD,MISC,LIQMisc,miscellaneous,液体与流体,其他,各种各样的,液體,其他,各種各樣的
LIQUID & MUD,MOVEMENT,LIQMvmt,"ooze, slime, goo, mud",液体与流体,移动,"软泥,粘液,粘液,泥",液體,移動,"軟泥,粘液,粘液,泥"
LIQUID & MUD,SUCTION,LIQSuct,"suction, slurp, glomp, plunger, mud",液体与流体,咕嘟,"吸力,咕噜声,咕噜声,柱塞,泥浆",液體,抽吸,"吸力,咕嚕聲,咕嚕聲,柱塞,泥漿"
MACHINES,AMUSEMENT,MACHAmus,"rollercoaster, merry-go-round, scrambler, tilt-a-whirl, kiddy ride, theme park ride",机器,娱乐,"过山车,旋转木马,加扰器,倾斜旋转,儿童骑行,主题公园骑行",機器,娛樂,"過山車,旋轉木馬,加擾器,傾斜旋轉,兒童騎行,主題公園騎行"
MACHINES,ANTIQUE,MACHAntq,"printing press, sewing machine, olive press, butter churn",机器,老式的,"印刷机,缝纫机,橄榄压榨机,黄油搅拌机",機器,老式的,"印刷機,縫紉機,橄欖壓榨機,黃油攪拌機"
MACHINES,APPLIANCE,MACHAppl,"oven, fridge, refrigerator, blender, food processor, hair dryer, ice maker, washing machine, dryer, iron, coffee maker, dishwasher, electric can opener, garbage disposal, humidifier, dehumidifier, sewing machine, toaster, waffle maker, griddle, hot plate",机器,家电,"烤箱, 冰箱, 搅拌机, 食品加工机, 吹风机, 制冰机, 洗衣机, 烘干机, 熨斗, 咖啡机, 洗碗机, 电动开罐器, 垃圾处理, 加湿器, 除湿机, 缝纫机, 烤面包机, 华夫饼机, 烤盘, 热板",機器,家電,"烤箱, 冰箱, 攪拌機, 食品加工機, 吹風機, 製冰機, 洗衣機, 烘乾機, 熨斗, 咖啡機, 洗碗機, 電動開罐器, 垃圾處理, 加濕器, 除濕機, 縫紉機, 烤麵包機, 華夫餅機, 烤盤, 熱板"
MACHINES,CONSTRUCTION,MACHCnst,"crane, cement mixer, wood chipper",机器,施工,"起重机,水泥搅拌机,木材削片机",機器,施工,"起重機,水泥攪拌機,木材削片機"
MACHINES,ELEVATOR,MACHElev,"paternoster, freight elevator, passenger elevator, lift",机器,电梯,"帕特诺斯特, 货运电梯, 乘客电梯, 电梯",機器,電梯,"帕特諾斯特, 貨運電梯, 乘客電梯, 電梯"
MACHINES,ESCALATOR,MACHEscl,"travelator, moving walkway",机器,自动扶梯,"人行道,自动人行道",機器,手扶梯,"人行道,自動人行道"
MACHINES,FAN,MACHFan,"fan, ceiling fan, box fan, industrial fan, bladeless fan",机器,风扇,"风扇,吊扇,箱式风扇,工业风扇,无叶风扇",機器,風扇,"風扇,吊扇,箱式風扇,工業風扇,無葉風扇"
MACHINES,HITECH,MACHTech,"gadget, digital, handheld",机器,高科技,"小工具, 数字, 手持",機器,高科技,"小工具, 數字, 手持"
MACHINES,HVAC,MACHHvac,"aircon, air conditioning, heating.",机器,空调,"空调,空调,暖气。",機器,空調,"空調,空調,暖氣。"
MACHINES,INDUSTRIAL,MACHInd,"hydraulic press, assembly line, distillery, punch press, form press",机器,工业,"液压机,装配线,酿酒厂,冲床,成型机",機器,工業,"液壓機,裝配線,釀酒廠,沖床,成型機"
MACHINES,MECHANISM,MACHMech,"puzzle box, rube goldberg, gizmo",机器,装置,"拼图盒,鲁布·戈德堡,小发明",機器,精密構造,"拼圖盒,魯布·戈德堡,小發明"
MACHINES,MEDICAL,MACHMed,"x-ray machines, mri, cat scan, pet scan, blood pressure machine, lab test machine, centrifuge, ventilator, defibrillator",机器,医疗,"X 光机,MRI,猫扫描,宠物扫描,血压机,实验室测试机,离心机,呼吸机,除颤器",機器,醫療,"X 光機,MRI,貓掃描,寵物掃描,血壓機,實驗室測試機,離心機,呼吸機,除顫器"
MACHINES,MISC,MACHMisc,miscellaneous,机器,其他,各种各样的,機器,其他,各種各樣的
MACHINES,OFFICE,MACHOffi,"fax machine, facsimile machine, telefax, copy machine, printer, shredder, xerox, photocopier, mimeograph",机器,办公设备,"传真机,传真机,电传,复印机,打印机,碎纸机,复印机,复印机,油印机",機器,辦公,"傳真機,傳真機,傳真機,複印機,打印機,碎紙機,複印機,複印機,油印機"
MACHINES,PUMP,MACHPump,"water pump, sump pump, compressor, air compressor",机器,泵,"水泵,污水泵,压缩机,空气压缩机",機器,泵,"水泵,污水泵,壓縮機,空氣壓縮機"
MAGIC,ANGELIC,MAGAngl,"holy, celestial, ethereal, divine, spiritual, beatific, righteous, saintly",魔法,天使,"神圣的,天上的,空灵的,神圣的,精神的,祝福的,正义的,圣洁的",魔法,天使,"神聖的,天上的,空靈的,神聖的,精神的,祝福的,正義的,聖潔的"
MAGIC,ELEMENTAL,MAGElem,"fire, water, earth, electric, air, wind",魔法,元素,"火,水,土,电,气,风",魔法,元素,"火,水,土,電,氣,風"
MAGIC,EVIL,MAGEvil,"dark, devil, summon, necromancy, voodoo, black magic, forbidden",魔法,邪恶,"黑暗,恶魔,召唤,死灵法术,巫毒,黑魔法,禁止",魔法,邪惡,"黑暗,惡魔,召喚,死靈法術,巫毒,黑魔法,禁止"
MAGIC,MISC,MAGMisc,miscellaneous,魔法,杂项,各种各样的,魔法,其他,各種各樣的
MAGIC,POOF,MAGPoof,"chuff, foomp, blast",魔法,噗,"chuff, foomp, 爆炸",魔法,噗,"chuff, foomp, 爆炸"
MAGIC,SHIMMER,MAGShim,"twinkle, sparkle, bell tree, chime, glint, glisten, glitter, scintillation, glow, glimmer, gleam",魔法,闪耀,"闪烁,闪闪发光,钟树,钟声,闪烁,闪闪发光,闪光,闪烁,发光,微光,微光",魔法,亮晶晶,"閃爍,閃閃發光,鍾樹,鐘聲,閃爍,閃閃發光,閃光,閃爍,發光,微光,微光"
MAGIC,SPELL,MAGSpel,"witch, wizard, sorcerer, cast, incantation, hex, rune, sorcery, enchant, invocation, bewitch, exorcism, curse, trance",魔法,咒语,"女巫,巫师,巫师,施法,咒语,十六进制,符文,巫术,附魔,祈求,迷惑,驱魔,诅咒,恍惚",魔法,咒語,"女巫,巫師,巫師,施法,咒語,十六進制,符文,巫術,附魔,祈求,迷惑,驅魔,詛咒,恍惚"
MECHANICAL,CLICK,MECHClik,"click, clack, snap, toggle, button",机械,咔哒,"单击,咔哒声,捕捉,切换,按钮",機械,咔噠,"單擊,咔噠聲,捕捉,切換,按鈕"
MECHANICAL,GEARS,MECHGear,"gear, cog, pinion, rack and pinion, transmission, cogwheel, gearwheel, flywheel",机械,齿轮,"齿轮,嵌齿轮,小齿轮,齿条和小齿轮,传动装置,齿轮,齿轮,飞轮",機械,齒輪,"齒輪,嵌齒輪,小齒輪,齒條和小齒輪,傳動裝置,齒輪,齒輪,飛輪"
MECHANICAL,HYDRAULIC & PNEUMATIC,MECHHydr,"hydraulic, pneumatic, pressurized, valve",机械,液压与气动,"液压,气动,加压,阀门",機械,液壓與氣動,"液壓,氣動,加壓,閥門"
MECHANICAL,LATCH,MECHLtch,"latch, hardware, lock, clasp, hasp, bolt",机械,插销,"闩锁,硬件,锁,扣,搭扣,螺栓",機械,插銷,"閂鎖,硬件,鎖,扣,搭扣,螺栓"
MECHANICAL,LEVER,MECHLvr,"lever, switch, clunk, clank",机械,操纵杆,"杠杆,开关,叮当,叮当",機械,操縱桿,"槓桿,開關,叮噹,叮噹"
MECHANICAL,LOCK,MECHLock,"padlock, deadbolt",机械,锁,"挂锁,死锁",機械,鎖,"掛鎖,死鎖"
MECHANICAL,MISC,MECHMisc,miscellaneous,机械,杂项,各种各样的,機械,其他,各種各樣的
MECHANICAL,PULLEY,MECHPuly,"squeak, chirp, roll",机械,滑轮,"吱吱声,啁啾,滚动",機械,滑輪,"吱吱聲,啁啾,滾動"
MECHANICAL,RATCHET,MECHRtch,"ratchet, snap, click, wind, crank, winch",机械,棘轮,"棘轮,卡扣,点击,风,曲柄,绞盘",機械,棘輪,"棘輪,卡扣,點擊,風,曲柄,絞盤"
MECHANICAL,RELAY,MECHRelay,"flip, toggle, clack",机械,传动,"翻转,切换,敲击",機械,傳動,"翻轉,切換,敲擊"
MECHANICAL,ROLLER,MECHRolr,"roll, belt, lineshaft",机械,滚筒,"辊,带,线轴",機械,滾筒,"輥,帶,線軸"
MECHANICAL,SWITCH,MECHSwtch,"switch, click, clack, toggle, button",机械,开关,"切换,点击,点击,切换,按钮",機械,開關,"切換,點擊,點擊,切換,按鈕"
METAL,BREAK,METLBrk,"break, crack, rip, shatter, crunch",金属,打碎,"打破,裂缝,撕裂,粉碎,紧缩",金屬,打碎,"打破,裂縫,撕裂,粉碎,緊縮"
METAL,CRASH & DEBRIS,METLCrsh,"crash, fall, debris",金属,碎片,"坠毁,坠落,碎片",金屬,碎片,"墜毀,墜落,碎片"
METAL,FRICTION,METLFric,"stress, scrape, creak, squeak, screech",金属,挤压,"压力,刮擦,吱吱声,吱吱声,尖叫声",金屬,擠壓,"壓力,刮擦,吱吱聲,吱吱聲,尖叫聲"
METAL,IMPACT,METLImpt,"hit, drop, impact, crash, clunk, clang",金属,打击,"击中,跌落,撞击,碰撞,撞击声,叮当声",金屬,撞擊,"擊中,跌落,撞擊,碰撞,撞擊聲,叮噹聲"
METAL,MISC,METLMisc,miscellaneous,金属,其他,各种各样的,金屬,其他,各種各樣的
METAL,MOVEMENT,METLMvmt,"drag, roll, rattle, shake",金属,移动,"拖动,滚动,摇晃,摇晃",金屬,移動,"拖動,滾動,搖晃,搖晃"
METAL,TONAL,METLTonl,"bow, ring, wronk, shing, warp, bend, resonate",金属,音乐性,"弓,环,wronk,shing,翘曲,弯曲,共鸣",金屬,有音高的,"弓,環,wronk,shing,翹曲,彎曲,共鳴"
MOTORS,ANTIQUE,MOTRAntq,"kerosene engine, paraffin engine",马达,老式的,"煤油发动机,石蜡发动机",馬達,老式的,"煤油發動機,石蠟發動機"
MOTORS,COMBUSTION,MOTRComb,"diesel engine, gas engine, combustion engine, two-stroke engine",马达,内燃机,"柴油发动机,燃气发动机,内燃机,二冲程发动机",馬達,內燃機,"柴油發動機,燃氣發動機,內燃機,二衝程發動機"
MOTORS,ELECTRIC,MOTRElec,"toothbrush, electric razor, electric motor, garbage disposal, dentist drill",马达,电动的,"牙刷,电动剃须刀,电动机,垃圾处理,牙医钻",馬達,電動的,"牙刷,電動剃須刀,電動機,垃圾處理,牙鑽"
MOTORS,MISC,MOTRMisc,miscellaneous,马达,其他,各种各样的,馬達,其他,各種各樣的
MOTORS,SERVO,MOTRSrvo,"robot, rc car, camera focus, car antenna, printer",马达,伺服电机,"机器人,遥控车,相机对焦,汽车天线,打印机",馬達,伺服器,"機器人,遙控車,相機對焦,汽車天線,打印機"
MOTORS,TURBINE,MOTRTurb,"windmill, airplane, aircraft, generator",马达,涡轮,"风车,飞机,飞机,发电机",馬達,渦輪,"風車,飛機,飛機,發電機"
MOVEMENT,ACTIVITY,MOVEActv,"activity, moving, cleaning, shopping, unpacking",移动,人类活动,"活动,搬家,清洁,购物,拆包",移動,人類活動,"活動,搬家,清潔,購物,拆包"
MOVEMENT,ANIMAL,MOVEAnml,"stampede, herd, charge, trample, scramble",移动,动物,"踩踏,成群,冲锋,践踏,争夺",移動,動物活動,"踩踏,成群,衝撞,踐踏,爭奪"
MOVEMENT,CREATURE,MOVECrea,"slither, crawl, slide, squirm, wriggle",移动,生物,"滑行,爬行,滑动,蠕动,蠕动",移動,生物活動,"滑行,爬行,滑動,蠕動,蠕動"
MOVEMENT,CROWD,MOVECrwd,"walk, run, march, mill, shuffle, scuffle",移动,人群,"走,跑,行,磨,洗牌,混战",移動,人群移動,"走,跑,行,磨,洗牌,混戰"
MOVEMENT,INSECT,MOVEInsc,"swarm, hive, beehive, slither, maggots",移动,昆虫,"蜂群,蜂巢,蜂巢,滑行,蛆",移動,昆蟲活動,"蜂群,蜂巢,蜂巢,滑行,蛆"
MOVEMENT,MISC,MOVEMisc,miscellaneous,移动,其他,各种各样的,移動,其他,各種各樣的
MOVEMENT,PRESENCE,MOVEPres,"adjust, shuffle, scuffle, light movement, shift",移动,社会活动,"调整,洗牌,混战,轻微移动,移位",移動,細部活動,"調整,洗牌,混戰,輕微移動,移位"
MUSICAL,BRASS,MUSCBrass,"tuba, french horn, trombone, trumpet, mellophone, euphorium, sousaphone, flugelhorn, bugle, saxhorn, cornet",乐句,铜管,"大号,圆号,长号,小号,大喇叭,欣快感,大号,flugelhorn,号角,萨克斯管,短号",音樂的,銅管,"大號,圓號,長號,小號,大喇叭,欣快感,大號,flugelhorn,號角,薩克斯管,短號"
MUSICAL,CHIME,MUSCChim,"wind chime, bell tree, tinkle, twinkle, shimmer",乐句,钟铃,"风铃,铃树,叮当声,闪烁,微光",音樂的,鐘鈴,"風鈴,鈴樹,叮噹聲,閃爍,微光"
MUSICAL,CHORAL,MUSCChor,"choir, choral, gospel, church",乐句,合唱,"合唱团,合唱团,福音,教堂",音樂的,合唱,"合唱團, 福音, 教堂"
MUSICAL,INSTRUMENT,MUSCInst,instrument,乐句,器乐曲,乐器,音樂的,樂器,樂器
MUSICAL,LOOP,MUSCLoop,"music loops, sample loops, drum loops",乐句,循环,"音乐循环,样本循环,鼓循环",音樂的,循環,"音樂循環,樣本循環,鼓循環"
MUSICAL,MISC,MUSCMisc,miscellaneous,乐句,杂项,各种各样的,音樂的,其他,各種各樣的
MUSICAL,PERCUSSION,MUSCPerc,"timpani, kettle drum, bass drum, toms, war drums, taiko",乐句,打击,"定音鼓,水壶鼓,低音鼓,汤姆斯,战鼓,太鼓",音樂的,打擊,"定音鼓,水壺鼓,低音鼓,湯姆斯,戰鼓,太鼓"
MUSICAL,SAMPLE,MUSCSmpl,samples,乐句,采样,样品,音樂的,取樣,樣品
MUSICAL,SONG & PHRASE,MUSCSong,"music, player piano, ringtone, musical car by, phrase",乐句,段子,"音乐,播放器钢琴,铃声,音乐车,短语",音樂的,樂曲,"音樂,播放器鋼琴,鈴聲,音樂車,短語"
MUSICAL,STINGER,MUSCStngr,"music sting, news sting, title",乐句,重击音,"音乐刺痛,新闻刺痛,标题",音樂的,重音強調,"音樂刺痛,新聞刺痛,標題"
MUSICAL,STRINGED,MUSCStr,"violin, cello, viola, violoncello, bass, double bass, harp",乐句,弦乐,"小提琴,大提琴,中提琴,大提琴,低音,低音提琴,竖琴",音樂的,弦樂,"小提琴,大提琴,中提琴,大提琴,低音,低音提琴,豎琴"
MUSICAL,TOY,MUSCToy,"music box, jack in the box",乐句,玩具,"音乐盒,盒子里的插孔",音樂的,玩具,"音樂盒,盒子裡的插孔"
MUSICAL,WOODWIND,MUSCWind,"flute, piccolo, oboe, bassoon, recorder, clarinet, saxophone, bass clarinet, ney, bansuri, kaval, pan flute, xiao, fife, ",乐句,木管,"长笛,短笛,双簧管,巴松管,录音机,单簧管,萨克斯管,低音单簧管,尼,班苏里,卡瓦尔,长笛,xiao,fife,",音樂的,木管,"長笛,短笛,雙簧管,巴鬆管,錄音機,單簧管,薩克斯管,低音單簧管,尼,班蘇里,卡瓦爾,長笛,xiao,fife,"
NATURAL DISASTER,AVALANCHE,NATDAval,"landslide, mudslide",自然灾害,雪崩,"滑坡,泥石流",天災,雪崩,"滑坡,泥石流"
NATURAL DISASTER,EARTHQUAKE,NATDQuak,"earthquake, rumble, rattle, fissure, lfe",自然灾害,地震,"地震,隆隆声,嘎嘎声,裂缝,生活",天災,地震,"地震,隆隆聲,嘎嘎聲,裂縫,生活"
NATURAL DISASTER,MISC,NATDMisc,miscellaneous,自然灾害,其他,各种各样的,天災,其他,各種各樣的
NATURAL DISASTER,TORNADO,NATDTorn,"twister, vortex, waterspout",自然灾害,龙卷风,"龙卷风, 漩涡, 水龙卷",天災,龍捲風,"龍捲風, 漩渦, 水龍捲"
NATURAL DISASTER,TSUNAMI,NATDTsun,"tidal wave, tsunami",自然灾害,热带风暴,"海啸,海啸",天災,熱帶風暴,"海嘯,海嘯"
NATURAL DISASTER,TYPHOON,NATDThyp,"typhoon, hurricane, cyclone, tropical storm",自然灾害,台风,"台风,飓风,飓风,热带风暴",天災,颱風,"颱風,颶風,颶風,熱帶風暴"
NATURAL DISASTER,VOLCANO,NATDVolc,"eruption, lava, lava bombs, eruptions, pyroclast",自然灾害,火山喷发,"喷发, 熔岩, 熔岩炸弹, 火山碎屑",天災,火山爆發,"噴發, 熔岩, 熔岩炸彈, 火山碎屑"
OBJECTS,BAG,OBJBag,"duffle, backpack, back pack, purse, handbag, shoulder bag, camera bag",物件,袋子,"行李箱,背包,背包,钱包,手提包,单肩包,相机包",物件,袋子,"行李箱,背包,背包,錢包,手提包,單肩包,相機包"
OBJECTS,BOOK,OBJBook,"book, cover, magazine, catalog, textbook, dictionary, tome, volume, bible, publication",物件,书籍,"书,封面,杂志,目录,教科书,字典,大部头,卷,圣经,出版",物件,書本,"書,封面,雜誌,目錄,教科書,字典,大部頭,卷,聖經,出版"
OBJECTS,COIN,OBJCoin,"toss, flip, ping, dump, spin, piggy bank, clink, coinage, loose change, change, silver dollar, penny, nickel, dime, quarter",物件,硬币,"折腾,翻转,平,倾倒,旋转,存钱罐,碰杯,硬币,零钱,零钱,银元,便士,镍,角钱,四分之一",物件,硬幣,"折騰,翻轉,平,傾倒,旋轉,存錢罐,碰杯,硬幣,零錢,零錢,銀元,便士,鎳,角錢,四分之一"
OBJECTS,CONTAINER,OBJCont,"box, carboard box, container, package, jewelly box, plastic container, lid, tupperware, capsule, breadbox, canister, toolbox, pill box",物件,箱盒,"盒子, 硬纸盒, 容器, 包, 珠宝盒, 塑料容器, 盖子, 特百惠, 胶囊, 面包盒, 罐, 工具箱, 药盒",物件,容器,"盒子, 硬紙盒, 容器, 包, 珠寶盒, 塑料容器, 蓋子, 特百惠, 膠囊, 麵包盒, 罐, 工具箱, 藥盒"
OBJECTS,FURNITURE,OBJFurn,"chesterfield, sofa, rocking chair, table, chair, loveseat, stool, cabinet, bookcase, bed, couch, chest",物件,家具,"切斯特菲尔德,沙发,摇椅,桌子,椅子,双人沙发,凳子,橱柜,书柜,床,沙发,胸部",物件,家具,"切斯特菲爾德,沙發,搖椅,桌子,椅子,雙人沙發,凳子,櫥櫃,書櫃,床,沙發,胸部"
OBJECTS,HOUSEHOLD,OBJHsehld,"domestic, home, house",物件,家用品,"国内, 家, 房子",物件,家用品,"國內, 家, 房子"
OBJECTS,JEWELRY,OBJJewl,"bracelet, necklace, crown, earing",物件,珠宝首饰,"手链,项链,皇冠,耳环",物件,珠寶首飾,"手鍊,項鍊,皇冠,耳環"
